Player,Team,Match_Type,Venue,Runs_Scored,Balls_Faced,Strike_Rate,Wickets_Taken,Economy_Rate,Predicted_Winner,Prediction_Probability,Actual_Winner,Betting_Odds,Social_Platform,Likes,Shares,Comments,Sentiment_Score
Player 21,Team C,Test,Dubai,292,7,4171.43,4,9.34,Team C,88.35,Team B,2.52,Twitter,36708,3188,955,-0.47
Player 65,Team E,T20,Sydney,76,100,76.0,2,5.38,Team D,90.36,Team A,2.99,YouTube,32806,1896,772,0.08
Player 35,Team E,Test,Dubai,397,23,1726.09,2,8.68,Team D,64.65,Team C,4.97,Twitter,31489,2627,228,0.59
Player 67,Team D,T20,Dubai,42,59,71.19,3,6.28,Team D,88.42,Team A,2.3,Instagram,2666,1588,505,-0.34
Player 33,Team B,Test,Dubai,2,31,6.45,4,8.45,Team E,58.28,Team D,2.23,Facebook,35886,2530,887,-0.52
Player 96,Team D,ODI,Mumbai,79,47,168.09,1,5.44,Team A,68.39,Team C,4.97,Twitter,37146,1745,1071,0.69
Player 17,Team C,T20,Sydney,42,22,190.91,1,9.32,Team C,77.25,Team B,3.65,Instagram,39832,4397,1268,0.75
Player 73,Team D,Test,Cape Town,395,55,718.18,2,3.72,Team B,87.07,Team B,1.82,Instagram,10305,1741,748,-0.52
Player 92,Team A,T20,Cape Town,145,13,1115.38,1,3.15,Team B,67.41,Team C,3.36,Twitter,27556,2446,1979,0.06
Player 60,Team A,ODI,Mumbai,77,39,197.44,3,4.01,Team E,72.6,Team B,4.92,Instagram,27044,1589,911,0.13
Player 44,Team B,ODI,Mumbai,184,109,168.81,3,8.25,Team C,94.87,Team B,2.61,YouTube,2622,3910,1461,-0.29
Player 78,Team A,T20,Cape Town,159,119,133.61,3,4.14,Team A,67.34,Team A,4.55,YouTube,33124,1881,1929,-0.76
Player 20,Team B,T20,Sydney,74,114,64.91,0,8.22,Team A,90.79,Team C,3.06,YouTube,7777,1901,755,0.81
Player 44,Team A,Test,London,287,14,2050.0,5,9.2,Team D,63.41,Team C,3.79,Twitter,49482,1506,1016,0.88
Player 79,Team B,ODI,London,159,27,588.89,5,5.04,Team A,78.98,Team E,2.01,YouTube,18864,1363,1248,0.16
Player 2,Team E,Test,Cape Town,93,88,105.68,2,5.49,Team E,68.31,Team A,1.56,Instagram,38505,3914,907,-0.14
Player 45,Team B,Test,Sydney,394,24,1641.67,2,6.82,Team D,71.63,Team E,3.81,Twitter,35802,1703,1233,-0.44
Player 55,Team B,ODI,Sydney,23,111,20.72,2,3.6,Team B,53.39,Team B,3.75,Instagram,31396,569,1585,0.82
Player 62,Team C,Test,Dubai,112,135,82.96,4,3.49,Team D,84.51,Team A,4.64,Twitter,22961,3230,1041,-0.37
Player 30,Team A,T20,Sydney,196,62,316.13,1,4.88,Team B,86.71,Team C,2.86,Twitter,44184,2711,1606,0.78
Player 84,Team E,ODI,Cape Town,167,57,292.98,2,7.1,Team D,70.48,Team A,1.54,Facebook,24793,3492,1919,0.54
Player 42,Team D,T20,Sydney,60,102,58.82,3,4.61,Team B,94.13,Team B,3.65,YouTube,21820,1941,1443,0.7
Player 66,Team B,T20,London,119,6,1983.33,3,8.17,Team C,55.27,Team B,4.64,Facebook,26176,2034,1795,-0.71
Player 1,Team E,T20,London,152,70,217.14,4,3.34,Team C,85.71,Team B,2.87,YouTube,48891,581,272,0.56
Player 65,Team A,ODI,Cape Town,175,25,700.0,1,9.29,Team A,86.85,Team C,1.77,Instagram,9249,1585,1082,0.43
Player 93,Team D,Test,Cape Town,227,131,173.28,4,5.97,Team B,82.53,Team B,2.28,YouTube,42630,4128,120,0.42
Player 18,Team E,T20,Cape Town,129,150,86.0,1,7.38,Team D,71.0,Team D,3.54,YouTube,7017,3958,206,-0.89
Player 38,Team B,ODI,Dubai,85,142,59.86,3,5.83,Team E,77.7,Team B,4.91,Twitter,30062,958,741,0.68
Player 59,Team B,ODI,Cape Town,12,97,12.37,5,5.35,Team B,98.46,Team E,3.52,Instagram,27519,4394,1976,-0.06
Player 3,Team E,Test,Dubai,36,107,33.64,3,7.59,Team E,65.79,Team A,3.23,Instagram,20750,4822,277,-0.47
Player 6,Team E,Test,Dubai,112,140,80.0,5,9.99,Team E,85.27,Team D,3.14,Instagram,10048,1267,178,-0.84
Player 42,Team A,Test,London,19,139,13.67,5,3.49,Team A,74.17,Team A,4.57,YouTube,41426,4254,1719,-0.6
Player 16,Team D,Test,Sydney,234,123,190.24,5,7.19,Team D,61.87,Team D,4.39,Twitter,26909,3659,1730,-0.86
Player 16,Team A,Test,London,94,149,63.09,3,3.2,Team A,75.37,Team B,4.32,Facebook,40611,4578,1425,-0.47
Player 9,Team C,T20,London,56,13,430.77,1,6.78,Team D,58.84,Team C,3.36,Facebook,31358,1544,232,0.2
Player 9,Team A,Test,Cape Town,185,104,177.88,2,6.32,Team B,81.95,Team B,4.32,Twitter,43287,2232,1968,0.86
Player 95,Team E,T20,Dubai,116,119,97.48,2,9.63,Team E,79.24,Team D,2.01,Facebook,27759,492,409,-0.68
Player 62,Team A,ODI,Sydney,67,88,76.14,1,5.37,Team A,60.44,Team B,3.59,Facebook,2294,590,470,-0.1
Player 33,Team E,T20,Cape Town,115,150,76.67,2,4.45,Team D,95.06,Team B,4.56,Twitter,45833,2823,748,-0.34
Player 30,Team E,T20,Dubai,173,74,233.78,3,5.6,Team E,56.36,Team A,2.1,Twitter,8200,3213,695,-0.31
Player 27,Team E,ODI,London,47,118,39.83,1,7.51,Team D,70.68,Team E,1.99,YouTube,23642,1209,82,0.36
Player 71,Team B,T20,Sydney,75,137,54.74,3,9.09,Team C,58.65,Team C,2.36,Instagram,48372,4097,1610,0.21
Player 57,Team D,Test,London,278,79,351.9,5,3.94,Team A,92.18,Team D,2.12,Twitter,12337,3653,1420,0.37
Player 45,Team D,T20,Sydney,151,122,123.77,1,7.28,Team A,51.48,Team E,1.67,YouTube,28405,2920,1068,0.74
Player 73,Team B,T20,Dubai,162,127,127.56,3,3.44,Team E,92.54,Team A,4.33,Twitter,29106,1864,1827,-0.37
Player 77,Team C,ODI,Sydney,80,5,1600.0,2,6.29,Team D,62.76,Team A,4.79,Instagram,32219,971,608,0.75
Player 60,Team C,Test,Sydney,335,88,380.68,1,8.79,Team D,54.98,Team B,4.51,Instagram,15373,1346,1559,0.88
Player 55,Team B,T20,Mumbai,102,9,1133.33,3,6.41,Team C,69.11,Team A,2.35,Twitter,27642,1797,1301,0.38
Player 11,Team B,Test,Dubai,377,107,352.34,5,8.31,Team B,66.52,Team E,2.59,YouTube,15983,2770,1492,-0.1
Player 92,Team A,T20,Mumbai,181,145,124.83,3,7.33,Team D,95.72,Team D,4.95,YouTube,13868,4824,1597,-0.05
Player 53,Team B,ODI,Sydney,121,81,149.38,0,7.63,Team D,81.06,Team C,4.92,Facebook,35904,1258,753,-0.38
Player 98,Team A,Test,London,37,43,86.05,3,9.67,Team E,70.61,Team D,4.39,Twitter,43455,3078,91,0.14
Player 97,Team C,T20,Sydney,120,92,130.43,5,3.65,Team C,97.24,Team D,4.1,YouTube,37869,4390,1141,0.98
Player 34,Team A,Test,Cape Town,394,43,916.28,4,7.5,Team A,54.72,Team D,3.12,YouTube,3312,974,303,0.05
Player 67,Team A,ODI,Cape Town,29,5,580.0,3,9.08,Team B,93.95,Team E,4.9,Instagram,32110,3641,516,0.2
Player 88,Team C,ODI,Sydney,67,52,128.85,5,8.69,Team D,91.61,Team C,2.1,Facebook,29338,852,1224,0.49
Player 9,Team A,Test,London,95,66,143.94,1,3.14,Team C,69.26,Team E,2.53,Facebook,21424,4967,851,-0.48
Player 100,Team B,Test,Cape Town,68,34,200.0,3,6.73,Team B,91.18,Team E,3.17,Twitter,6431,4709,1623,0.79
Player 23,Team B,T20,Dubai,147,67,219.4,2,4.42,Team A,88.16,Team B,2.47,Facebook,20823,626,556,-0.54
Player 45,Team E,Test,London,53,13,407.69,0,3.04,Team A,66.28,Team D,1.98,YouTube,40321,1708,740,-0.36
Player 88,Team D,Test,Cape Town,112,135,82.96,5,8.57,Team D,95.05,Team A,3.66,Twitter,37587,3968,954,-0.49
Player 79,Team C,ODI,Mumbai,23,112,20.54,4,8.38,Team B,83.9,Team E,3.38,Facebook,16123,4606,1355,0.18
Player 8,Team A,T20,Cape Town,139,24,579.17,1,8.19,Team C,77.91,Team A,4.58,Instagram,39188,549,209,0.7
Player 39,Team C,T20,Dubai,62,10,620.0,5,6.54,Team E,65.62,Team C,1.67,Instagram,36609,1992,401,-0.23
Player 54,Team B,Test,London,327,66,495.45,0,7.4,Team D,82.33,Team C,2.59,Instagram,39870,371,1200,0.78
Player 82,Team D,ODI,Mumbai,96,36,266.67,4,5.19,Team B,75.56,Team E,3.86,YouTube,39388,3576,481,-0.45
Player 80,Team C,Test,Dubai,388,64,606.25,0,5.15,Team E,91.17,Team D,3.13,Instagram,15547,1790,1348,0.63
Player 75,Team E,Test,Dubai,329,86,382.56,5,3.39,Team A,69.25,Team C,2.38,Twitter,25520,2784,195,-0.07
Player 11,Team C,ODI,Sydney,34,76,44.74,5,4.87,Team C,92.93,Team E,3.02,Twitter,49897,4367,1143,0.55
Player 60,Team A,ODI,Dubai,106,100,106.0,2,6.81,Team C,81.82,Team E,2.18,Instagram,14724,1790,101,-0.67
Player 73,Team C,T20,Mumbai,149,19,784.21,5,4.4,Team B,68.84,Team C,3.75,YouTube,40990,1370,1572,0.75
Player 74,Team C,Test,Dubai,241,135,178.52,5,8.4,Team E,90.46,Team C,4.5,Facebook,35803,1054,129,0.8
Player 67,Team A,T20,Cape Town,197,89,221.35,1,7.89,Team D,85.29,Team E,4.69,Twitter,38698,1477,1558,0.04
Player 66,Team B,Test,Cape Town,257,131,196.18,0,9.6,Team E,82.25,Team A,3.54,Facebook,35624,381,80,0.77
Player 58,Team A,ODI,Mumbai,188,140,134.29,1,6.23,Team E,81.54,Team D,4.99,YouTube,34419,2333,1110,0.24
Player 41,Team D,ODI,Dubai,129,132,97.73,1,9.1,Team E,61.58,Team A,3.58,Facebook,47488,3558,1629,-0.99
Player 25,Team B,Test,London,50,36,138.89,1,5.27,Team D,82.16,Team E,2.41,YouTube,23165,1979,1597,0.65
Player 86,Team D,T20,Sydney,0,114,0.0,0,5.06,Team E,82.44,Team A,4.66,YouTube,11130,4543,793,0.13
Player 60,Team B,ODI,Dubai,19,33,57.58,5,9.53,Team E,79.18,Team A,4.89,YouTube,19499,4748,1832,-0.07
Player 41,Team C,T20,Cape Town,162,135,120.0,3,7.06,Team D,94.31,Team A,3.66,Instagram,17933,1878,1590,-0.9
Player 61,Team B,ODI,Mumbai,22,89,24.72,3,6.79,Team E,59.45,Team E,4.79,Twitter,40946,385,165,0.85
Player 28,Team B,T20,London,18,80,22.5,4,4.16,Team D,94.49,Team B,3.1,YouTube,38831,2437,1997,-0.38
Player 98,Team D,ODI,Mumbai,11,12,91.67,0,3.17,Team A,65.12,Team B,4.42,Twitter,37757,4274,1849,-0.28
Player 45,Team A,T20,Cape Town,167,62,269.35,0,8.41,Team C,80.47,Team D,3.08,Facebook,28610,412,1663,0.56
Player 40,Team E,Test,London,186,19,978.95,4,3.94,Team C,70.11,Team B,2.28,Facebook,32182,2186,284,0.93
Player 1,Team A,Test,Dubai,46,89,51.69,4,3.43,Team C,82.99,Team E,3.74,Instagram,41108,3844,1250,0.22
Player 24,Team C,ODI,Dubai,18,16,112.5,2,3.43,Team A,80.06,Team E,3.21,YouTube,24376,314,1998,-0.97
Player 12,Team D,ODI,London,71,61,116.39,3,4.78,Team B,91.59,Team B,2.74,Facebook,4225,1577,1505,0.75
Player 66,Team A,T20,Mumbai,15,137,10.95,5,4.02,Team A,71.81,Team D,2.47,Facebook,13757,1363,314,0.72
Player 70,Team C,Test,London,185,37,500.0,5,9.77,Team D,67.41,Team D,1.53,Twitter,12834,3227,694,-0.17
Player 7,Team E,Test,Cape Town,150,63,238.1,1,4.45,Team B,60.74,Team D,4.38,Twitter,6876,2324,1132,-0.72
Player 93,Team B,T20,Mumbai,130,138,94.2,3,4.7,Team B,67.23,Team B,1.58,YouTube,27746,3366,1784,-0.87
Player 78,Team D,ODI,London,61,137,44.53,0,8.62,Team C,63.78,Team C,3.32,YouTube,2175,3652,1172,0.01
Player 96,Team C,T20,Dubai,56,125,44.8,1,6.96,Team C,93.81,Team D,3.4,Instagram,19986,1944,516,-0.1
Player 8,Team B,T20,Sydney,70,90,77.78,2,9.14,Team E,80.67,Team B,4.05,Twitter,34180,4860,1213,0.04
Player 83,Team B,T20,Sydney,183,113,161.95,4,8.31,Team D,72.76,Team A,1.57,Twitter,34878,2895,421,0.69
Player 80,Team C,ODI,Dubai,38,18,211.11,3,3.55,Team D,95.55,Team B,2.81,Facebook,28068,3258,1951,-0.05
Player 66,Team E,ODI,London,115,42,273.81,3,8.82,Team E,90.42,Team A,1.87,YouTube,23404,213,1353,0.26
Player 43,Team C,ODI,Sydney,125,56,223.21,1,6.88,Team B,97.81,Team E,1.9,Twitter,4014,2504,1208,0.82
Player 87,Team A,ODI,Sydney,126,44,286.36,2,9.7,Team A,73.35,Team B,1.91,Instagram,19284,3553,1658,0.59
Player 73,Team D,T20,Mumbai,62,9,688.89,4,8.67,Team C,71.71,Team A,3.44,Twitter,15306,2846,1248,-0.42
Player 15,Team C,T20,Mumbai,28,116,24.14,1,6.92,Team B,54.07,Team D,2.92,Instagram,15039,1070,1124,0.32
Player 41,Team B,T20,Dubai,6,133,4.51,3,3.21,Team B,61.72,Team D,4.06,Instagram,34217,1978,729,0.81
Player 67,Team D,T20,Dubai,123,149,82.55,1,8.21,Team E,72.63,Team A,2.8,Twitter,24070,2810,889,-0.55
Player 93,Team C,T20,Mumbai,133,132,100.76,2,9.62,Team A,86.13,Team C,4.38,Facebook,26536,2731,949,-0.66
Player 86,Team D,T20,Dubai,131,129,101.55,2,3.16,Team A,89.7,Team E,2.14,Twitter,28953,2900,1004,-0.78
Player 56,Team B,T20,Dubai,11,113,9.73,3,7.35,Team D,65.11,Team D,4.55,YouTube,15232,4661,210,-0.71
Player 93,Team C,ODI,Mumbai,77,48,160.42,1,3.91,Team C,52.53,Team D,2.36,Twitter,46710,567,967,-0.46
Player 55,Team C,ODI,Mumbai,183,33,554.55,2,4.44,Team A,64.28,Team C,3.03,Facebook,12474,3399,64,-0.66
Player 97,Team C,Test,Sydney,0,39,0.0,5,7.75,Team B,63.44,Team A,2.64,Facebook,48324,1032,1789,0.16
Player 75,Team A,ODI,Dubai,174,33,527.27,4,8.68,Team E,50.22,Team D,4.47,Facebook,8188,4306,1301,-0.3
Player 89,Team B,T20,Cape Town,173,101,171.29,1,9.41,Team B,68.99,Team A,2.89,Instagram,44114,1990,448,-0.62
Player 32,Team C,T20,Dubai,69,19,363.16,1,9.41,Team A,87.1,Team D,2.36,Instagram,38942,4759,1935,0.38
Player 60,Team A,Test,Mumbai,110,6,1833.33,5,4.0,Team E,91.71,Team A,3.51,YouTube,44918,433,675,0.3
Player 14,Team A,ODI,London,34,5,680.0,1,3.21,Team A,84.49,Team B,4.49,Twitter,8907,4420,341,-0.16
Player 61,Team B,ODI,Dubai,95,103,92.23,5,4.45,Team B,61.25,Team E,4.33,Instagram,43604,785,1454,0.52
Player 46,Team A,T20,Dubai,145,67,216.42,4,6.83,Team E,81.76,Team D,3.6,Twitter,4908,753,779,0.07
Player 26,Team B,Test,Mumbai,338,110,307.27,2,6.04,Team E,92.95,Team C,4.56,YouTube,24526,3711,1637,0.42
Player 41,Team D,ODI,Dubai,75,12,625.0,1,9.96,Team C,93.74,Team A,1.76,Instagram,1071,4645,1187,-0.55
Player 33,Team B,ODI,Mumbai,78,121,64.46,5,6.88,Team D,70.29,Team A,3.77,YouTube,46846,906,692,0.81
Player 32,Team B,T20,Cape Town,53,61,86.89,2,4.52,Team B,81.09,Team A,2.84,Instagram,23060,3238,1195,0.71
Player 54,Team E,T20,Cape Town,87,76,114.47,3,4.95,Team C,93.22,Team D,1.55,Twitter,46460,3150,1884,-0.19
Player 33,Team E,T20,Cape Town,79,63,125.4,1,8.17,Team B,76.95,Team D,3.41,Facebook,41284,338,54,0.85
Player 42,Team E,T20,London,49,10,490.0,2,8.74,Team D,94.47,Team C,1.55,Twitter,27399,4983,1636,0.64
Player 98,Team B,T20,Dubai,168,11,1527.27,0,7.61,Team A,58.15,Team D,1.66,YouTube,38706,4663,1237,0.92
Player 93,Team D,T20,Mumbai,86,58,148.28,1,3.93,Team C,60.44,Team D,4.77,Twitter,42671,2868,1888,0.45
Player 50,Team A,ODI,Sydney,148,111,133.33,2,8.44,Team E,72.74,Team C,4.79,YouTube,45570,1906,1322,-0.99
Player 17,Team A,Test,London,61,143,42.66,0,4.68,Team B,64.8,Team B,4.83,YouTube,26318,3869,1545,-0.05
Player 76,Team A,ODI,Sydney,141,18,783.33,0,3.88,Team A,59.13,Team E,4.05,Instagram,21411,2553,1584,-0.03
Player 97,Team D,ODI,Cape Town,31,132,23.48,5,5.22,Team D,63.6,Team C,1.62,YouTube,23109,2239,744,-0.32
Player 38,Team B,Test,Cape Town,81,88,92.05,0,5.33,Team C,86.1,Team E,4.54,Twitter,2182,2464,1169,-0.31
Player 86,Team A,ODI,Sydney,65,11,590.91,2,4.18,Team D,74.73,Team C,3.85,Facebook,19190,269,414,0.18
Player 94,Team D,T20,Cape Town,158,19,831.58,1,8.0,Team A,91.26,Team A,3.57,Twitter,7988,814,1830,-0.75
Player 32,Team A,Test,Cape Town,217,112,193.75,1,3.02,Team D,78.82,Team D,4.9,Facebook,32685,3180,1752,0.94
Player 5,Team B,T20,Mumbai,43,53,81.13,2,6.56,Team E,52.64,Team B,2.15,Twitter,10721,2750,364,0.04
Player 70,Team A,T20,Sydney,98,120,81.67,3,4.23,Team D,88.97,Team C,2.03,Instagram,45191,3605,354,0.06
Player 33,Team E,Test,Sydney,26,77,33.77,5,3.18,Team C,61.55,Team D,3.7,Twitter,21800,2070,1444,0.47
Player 45,Team B,ODI,Sydney,74,97,76.29,3,9.53,Team E,67.63,Team D,2.11,YouTube,6345,214,1066,0.95
Player 23,Team D,T20,London,181,55,329.09,3,3.14,Team E,60.75,Team C,4.43,Facebook,28942,846,1917,-0.46
Player 22,Team D,T20,Cape Town,44,14,314.29,4,9.71,Team D,65.56,Team D,2.62,Instagram,25587,1857,79,-0.64
Player 23,Team D,T20,Sydney,34,131,25.95,0,6.53,Team A,89.42,Team B,3.66,YouTube,6565,519,1542,-0.51
Player 17,Team A,T20,Dubai,7,69,10.14,1,3.76,Team A,52.43,Team B,4.57,Twitter,23451,1645,407,0.05
Player 11,Team A,ODI,Dubai,140,18,777.78,3,4.9,Team B,69.04,Team B,4.0,Instagram,1006,569,738,0.07
Player 40,Team B,T20,Mumbai,53,124,42.74,4,9.06,Team A,72.71,Team C,1.87,Instagram,31078,4025,614,-0.48
Player 15,Team A,Test,Mumbai,118,98,120.41,2,5.68,Team B,75.28,Team D,4.16,YouTube,22158,870,1914,-0.35
Player 6,Team E,Test,Sydney,269,114,235.96,2,3.07,Team E,97.33,Team B,3.25,Instagram,40565,2287,278,-0.57
Player 6,Team B,Test,Dubai,172,1,17200.0,3,7.93,Team C,55.94,Team E,3.64,Twitter,23877,3496,1283,0.18
Player 22,Team E,ODI,Cape Town,152,116,131.03,5,5.04,Team D,73.43,Team A,3.91,Twitter,26813,3573,549,0.89
Player 38,Team D,T20,Mumbai,16,126,12.7,5,9.11,Team E,61.06,Team D,3.89,Instagram,49419,749,1952,0.95
Player 53,Team C,Test,London,256,27,948.15,0,9.28,Team A,51.89,Team C,4.18,YouTube,9512,1804,1759,0.33
Player 13,Team D,T20,London,66,6,1100.0,5,9.77,Team A,67.24,Team C,1.85,YouTube,1839,2104,426,0.23
Player 85,Team E,ODI,London,41,77,53.25,2,3.45,Team A,58.65,Team E,2.82,Twitter,40159,4585,333,-0.42
Player 90,Team C,ODI,London,92,121,76.03,1,5.72,Team C,73.12,Team C,4.13,Facebook,44104,4395,679,-0.97
Player 11,Team D,T20,Mumbai,149,54,275.93,4,7.22,Team D,78.26,Team D,2.33,Instagram,46249,3153,1246,0.24
Player 82,Team B,Test,Sydney,273,80,341.25,0,4.02,Team D,86.72,Team E,2.0,YouTube,26705,3675,99,0.5
Player 72,Team D,T20,Cape Town,21,80,26.25,3,7.84,Team C,94.63,Team E,3.38,Instagram,39715,2762,763,0.22
Player 7,Team B,Test,Sydney,228,124,183.87,0,8.47,Team C,81.38,Team A,2.5,Facebook,27149,3329,1970,-0.74
Player 76,Team A,Test,Dubai,295,34,867.65,2,3.81,Team B,53.19,Team D,2.82,Instagram,43953,4097,446,-0.34
Player 46,Team E,ODI,Cape Town,113,14,807.14,5,8.57,Team B,90.16,Team C,4.63,Instagram,2475,2634,1144,0.89
Player 8,Team D,Test,London,126,127,99.21,5,5.62,Team E,78.51,Team D,1.82,Facebook,14908,678,323,-0.93
Player 40,Team B,ODI,London,80,106,75.47,0,4.83,Team E,69.66,Team D,2.52,Twitter,38859,3675,1517,-0.2
Player 66,Team E,ODI,Sydney,98,94,104.26,1,5.9,Team A,52.56,Team A,4.88,Instagram,13582,187,487,0.63
Player 8,Team B,T20,Cape Town,14,96,14.58,4,5.6,Team E,66.91,Team A,3.82,Facebook,18211,1096,1132,0.76
Player 44,Team B,T20,Dubai,89,11,809.09,2,9.03,Team A,64.06,Team D,4.63,Instagram,35389,624,1528,-0.86
Player 76,Team D,T20,London,53,108,49.07,3,6.48,Team E,74.42,Team D,4.49,Facebook,43970,3861,1949,-0.72
Player 18,Team D,Test,Sydney,128,114,112.28,1,4.93,Team E,53.11,Team C,1.73,YouTube,16565,3224,714,0.22
Player 94,Team A,Test,Mumbai,216,121,178.51,2,7.52,Team C,70.88,Team A,3.88,Twitter,10855,3694,71,0.22
Player 31,Team A,T20,Cape Town,197,107,184.11,0,9.54,Team A,83.66,Team D,4.01,Facebook,18365,616,1748,0.56
Player 38,Team D,ODI,Mumbai,185,95,194.74,3,5.55,Team E,81.38,Team E,4.46,Facebook,42730,4559,221,-0.26
Player 42,Team A,T20,Mumbai,96,116,82.76,4,5.2,Team D,52.99,Team D,3.74,Instagram,15149,408,1949,-0.15
Player 61,Team C,T20,Mumbai,93,1,9300.0,0,5.1,Team E,94.21,Team D,3.35,YouTube,43896,1450,1763,-0.55
Player 60,Team C,ODI,Dubai,16,18,88.89,1,8.65,Team A,88.0,Team A,4.12,YouTube,10567,2766,703,0.09
Player 27,Team C,ODI,Sydney,158,50,316.0,0,4.02,Team A,51.98,Team E,4.71,Instagram,42786,1855,715,0.87
Player 18,Team E,Test,Mumbai,237,69,343.48,2,7.77,Team B,96.16,Team C,3.28,Instagram,2118,4863,339,0.83
Player 43,Team D,Test,London,166,123,134.96,3,5.31,Team D,81.93,Team C,3.75,Instagram,15964,4706,907,-0.57
Player 36,Team E,Test,Sydney,112,134,83.58,2,7.67,Team B,65.89,Team A,2.68,Twitter,23369,3465,1128,-0.74
Player 9,Team E,Test,London,3,32,9.38,2,4.78,Team E,93.4,Team C,1.78,Twitter,47010,3605,679,0.98
Player 27,Team C,ODI,Mumbai,22,57,38.6,5,5.34,Team B,52.7,Team D,3.11,YouTube,48565,144,1388,0.32
Player 62,Team B,ODI,Dubai,79,3,2633.33,3,8.22,Team B,65.07,Team D,3.47,YouTube,44226,600,940,0.79
Player 10,Team C,T20,London,117,25,468.0,1,3.71,Team B,86.26,Team B,1.57,Twitter,34578,3124,1803,0.42
Player 74,Team E,T20,London,42,70,60.0,3,9.82,Team A,69.08,Team E,1.66,YouTube,15752,888,884,0.5
Player 41,Team C,T20,Mumbai,55,137,40.15,4,9.42,Team D,95.07,Team A,1.56,Facebook,29944,1039,686,-0.21
Player 48,Team E,T20,Sydney,38,117,32.48,5,7.28,Team C,72.28,Team C,4.46,YouTube,48137,3254,1924,-0.68
Player 29,Team A,ODI,London,93,116,80.17,0,5.7,Team A,53.84,Team E,3.22,Instagram,32863,3413,845,-0.82
Player 100,Team A,Test,Mumbai,317,83,381.93,0,4.17,Team E,85.42,Team E,3.66,Twitter,17610,1527,105,-0.59
Player 2,Team D,Test,Cape Town,333,99,336.36,5,7.13,Team A,54.65,Team A,1.87,Facebook,46853,1504,1566,-0.41
Player 4,Team C,ODI,Mumbai,172,136,126.47,5,10.0,Team C,55.8,Team A,2.9,YouTube,6556,1384,434,-0.19
Player 4,Team B,ODI,Cape Town,117,119,98.32,3,5.1,Team C,53.36,Team E,4.9,Instagram,46272,1831,1144,-0.42
Player 27,Team A,Test,London,264,83,318.07,1,9.84,Team B,82.05,Team C,1.73,YouTube,17017,3153,1756,-0.82
Player 29,Team C,T20,Mumbai,7,77,9.09,2,3.19,Team E,89.24,Team B,1.69,Instagram,48103,3948,1366,-0.68
Player 48,Team C,T20,Cape Town,16,22,72.73,3,7.46,Team A,59.66,Team A,2.35,Facebook,22078,347,925,-0.09
Player 54,Team A,ODI,Mumbai,170,115,147.83,4,7.41,Team C,81.01,Team D,4.0,Twitter,10331,3443,398,0.56
Player 46,Team B,Test,Mumbai,275,132,208.33,2,8.37,Team A,53.31,Team E,2.53,Twitter,13996,4087,1646,0.67
Player 15,Team D,T20,Dubai,185,95,194.74,2,5.45,Team C,62.96,Team B,1.77,YouTube,39446,3102,195,0.72
Player 83,Team B,Test,Cape Town,342,136,251.47,4,4.58,Team A,90.05,Team E,3.97,YouTube,25066,2588,1340,-0.27
Player 33,Team E,ODI,Dubai,14,63,22.22,2,4.96,Team E,88.17,Team C,4.94,Twitter,47519,5000,994,-0.18
Player 83,Team B,ODI,Cape Town,133,65,204.62,5,3.65,Team C,92.52,Team C,3.89,YouTube,3186,735,1907,-0.04
Player 47,Team A,Test,Sydney,267,99,269.7,4,3.62,Team D,54.65,Team B,3.96,Facebook,41336,4335,935,-0.35
Player 94,Team E,T20,Cape Town,101,6,1683.33,2,7.05,Team D,90.81,Team B,1.8,Instagram,37909,1700,1800,-0.36
Player 42,Team A,ODI,London,148,109,135.78,0,5.92,Team B,98.7,Team E,2.6,Facebook,27996,4789,1617,-0.04
Player 99,Team A,ODI,Cape Town,19,93,20.43,2,5.14,Team B,79.54,Team D,4.0,Twitter,27409,2592,880,-0.25
Player 67,Team D,Test,Dubai,36,14,257.14,3,5.17,Team B,81.78,Team D,3.08,Facebook,8094,4548,1656,0.39
Player 20,Team D,ODI,Mumbai,7,149,4.7,5,5.5,Team B,98.91,Team A,2.85,Twitter,38354,4238,1732,-0.35
Player 31,Team A,Test,Dubai,8,143,5.59,3,9.16,Team A,51.95,Team A,3.04,Facebook,21714,1409,1839,-0.48
Player 71,Team D,ODI,Mumbai,117,15,780.0,4,6.87,Team B,56.73,Team D,3.86,Twitter,33976,4206,1473,-0.59
Player 14,Team E,T20,Mumbai,50,56,89.29,3,4.91,Team D,63.92,Team A,2.66,YouTube,40673,4778,1655,0.14
Player 41,Team E,T20,Dubai,23,145,15.86,1,4.22,Team E,68.33,Team E,4.81,Twitter,15159,3564,1299,-0.75
Player 3,Team D,ODI,Sydney,32,49,65.31,2,4.4,Team C,78.76,Team B,2.19,Instagram,4926,4224,1170,0.52
Player 45,Team D,Test,London,348,48,725.0,5,5.58,Team D,64.06,Team A,3.86,Twitter,15156,2344,354,-0.04
Player 23,Team B,Test,Sydney,186,141,131.91,0,6.77,Team C,96.16,Team C,3.61,Facebook,2206,1377,155,0.8
Player 96,Team E,T20,Cape Town,144,122,118.03,1,4.3,Team D,69.3,Team D,1.76,Instagram,1267,1586,1945,-0.74
Player 91,Team A,T20,Dubai,38,37,102.7,2,9.25,Team C,52.25,Team B,1.51,Twitter,14032,3994,932,-0.61
Player 18,Team B,ODI,Mumbai,145,85,170.59,2,9.36,Team C,58.48,Team B,2.93,Facebook,25860,1849,1748,-0.34
